,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,days_since_1900
8148,0,4,0.644,0.985,4,-7.059,1,0.0506,0.174,0.019,0.0831,0.483,145.02,184067,4,4,39712
8149,0,39,0.521,0.717,7,-4.081,1,0.0292,0.157,0.0,0.21,0.638,136.046,223507,4,3,42669
8150,0,59,0.745,0.958,7,-9.664,1,0.0287,0.0813,0.324,0.533,0.96,129.962,268864,4,4,40546
8151,0,0,0.712,0.549,2,-9.665,1,0.188,0.0609,0.0103,0.109,0.345,95.758,235400,4,9,35063
8152,0,29,0.777,0.954,4,-5.53,1,0.0981,0.119,0.724,0.0665,0.737,125.954,220933,4,6,41915
8153,0,26,0.758,0.979,10,-3.916,1,0.0852,0.0196,0.135,0.202,0.116,128.003,147187,4,6,43159
8154,0,50,0.865,0.882,1,-6.341,0,0.196,0.116,0.00037,0.134,0.719,140.029,169714,4,4,44419
8155,0,71,0.419,0.085,7,-19.387,1,0.0362,0.908,5.33e-06,0.34,0.458,91.509,243493,3,18,25932
8156,1,57,0.584,0.389,11,-12.315,1,0.154,0.689,0.0,0.319,0.288,79.976,153750,4,15,43656
8157,1,58,0.875,0.687,9,-5.734,1,0.387,0.236,0.0,0.141,0.864,109.791,125907,4,9,43936
8158,0,0,0.67,0.942,6,-3.734,0,0.159,0.0209,0.0,0.923,0.814,136.039,210480,4,5,42515
8159,0,66,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,202920,4,3,43509
8160,1,64,0.703,0.709,9,-6.452,1,0.402,0.00908,0.0,0.127,0.569,140.998,163340,4,9,42503
8161,0,49,0.332,0.581,5,-9.415,1,0.0339,0.000888,0.749,0.0867,0.199,127.751,250733,4,8,42078
8162,1,49,0.902,0.805,0,-6.281,1,0.175,0.00433,0.0,0.314,0.833,140.035,148360,4,9,43313
8163,0,26,0.726,0.805,5,-7.437,1,0.0301,0.029,0.00316,0.26,0.963,120.187,247560,4,1,36393
8164,1,35,0.879,0.595,1,-9.778,0,0.111,0.514,0.0,0.114,0.568,124.971,191040,4,9,43579
8165,0,0,0.708,0.153,1,-14.594,1,0.0489,0.892,8.67e-06,0.112,0.45,110.951,216253,4,8,43194
8166,0,28,0.583,0.653,7,-7.623,0,0.061,0.481,0.94,0.112,0.434,143.954,210707,4,10,40177
8167,0,68,0.527,0.429,8,-12.431,1,0.0321,0.655,0.0,0.0865,0.277,97.893,332333,4,18,32442
8168,0,61,0.635,0.959,4,-1.568,0,0.134,0.0419,1.41e-06,0.301,0.85,104.694,194000,4,13,42102
8169,0,62,0.683,0.534,2,-9.111,0,0.476,0.557,0.0,0.0745,0.356,86.186,445350,4,9,43040
8170,0,0,0.605,0.347,9,-7.241,0,0.128,0.967,0.000126,0.365,0.706,155.342,169480,3,0,40241
8171,1,0,0.616,0.707,8,-3.804,1,0.208,0.00846,0.0,0.161,0.553,139.768,250373,4,13,40542
8172,0,0,0.394,0.0826,7,-12.172,1,0.0392,0.946,0.00297,0.154,0.0932,131.512,285867,4,8,42921
8173,0,0,0.538,0.199,6,-11.246,1,0.0311,0.823,0.014,0.101,0.493,150.238,186639,3,8,40542
8174,1,0,0.656,0.555,6,-7.6,0,0.0374,0.34,0.0,0.0993,0.224,120.096,312427,4,15,40907
8175,0,0,0.547,0.509,10,-7.953,1,0.026,0.39,0.0456,0.12,0.184,100.12,192071,4,8,43397
8176,0,1,0.478,0.619,4,-8.216,1,0.0376,0.731,0.496,0.0518,0.5,86.005,370200,4,13,41346
8177,0,44,0.377,0.932,7,-4.31,1,0.0415,0.126,0.198,0.223,0.821,160.787,203520,4,18,31206
8178,1,46,0.75,0.491,11,-8.326,1,0.117,0.0898,0.0,0.109,0.711,105.008,187671,4,9,42452
8179,0,32,0.416,0.193,0,-11.457,1,0.0348,0.85,0.000398,0.228,0.145,112.328,222347,4,1,37919
8180,0,54,0.609,0.788,4,-7.855,1,0.0416,0.645,3.72e-05,0.174,0.54,108.053,184947,4,3,41273
8181,0,0,0.65,0.625,6,-6.156,1,0.0409,0.0268,0.123,0.207,0.29,84.064,238000,4,7,34333
8182,0,6,0.711,0.801,6,-3.742,1,0.029,0.0244,0.000113,0.135,0.956,105.006,205000,4,3,42120
8183,0,35,0.516,0.92,7,-3.937,1,0.0441,0.346,4.02e-06,0.0445,0.853,174.72,261880,4,11,32507
8184,0,54,0.538,0.814,2,-7.06,1,0.0526,0.03,2.48e-06,0.114,0.58,141.256,187849,4,13,31776
8185,0,0,0.637,0.892,3,-6.195,1,0.0456,0.638,0.00134,0.104,0.896,129.661,149067,4,13,40573
8186,0,29,0.669,0.973,9,-3.261,1,0.058,0.0481,0.454,0.106,0.381,128.053,162000,4,7,44298
8187,0,51,0.712,0.936,2,-4.246,1,0.0364,0.177,0.000837,0.0443,0.917,118.425,214280,4,18,30706
8188,0,71,0.563,0.44,9,-11.943,0,0.0822,0.286,0.683,0.269,0.213,120.009,276373,4,13,42830
8189,1,67,0.616,0.741,7,-4.272,0,0.0426,0.00251,0.0,0.307,0.431,122.012,181720,4,9,44265
8190,0,0,0.722,0.951,6,-6.406,0,0.0415,0.00909,0.0,0.0679,0.96,115.458,311413,4,13,38516
8191,1,51,0.778,0.707,4,-3.606,0,0.0746,0.0459,0.0,0.111,0.458,126.684,190355,4,16,43054
8192,0,57,0.553,0.776,11,-4.371,1,0.0388,0.0536,1.24e-06,0.112,0.339,128.123,152000,4,6,43782
8193,0,53,0.649,0.584,7,-10.518,1,0.0674,0.256,0.0,0.199,0.75,144.972,213453,4,18,26787
8194,1,0,0.647,0.702,1,-6.919,1,0.247,0.772,0.0,0.526,0.956,86.33,66320,4,9,36159
8195,1,0,0.723,0.57,2,-12.316,1,0.463,0.111,0.0,0.174,0.918,178.112,229333,4,9,33602
8196,0,46,0.446,0.686,7,-7.348,1,0.0303,0.211,0.0,0.205,0.493,80.571,165840,4,18,34447
8197,0,0,0.722,0.77,11,-4.233,1,0.0374,0.0337,0.00163,0.11,0.395,128.009,284270,4,16,42557
8198,0,31,0.681,0.65,11,-6.922,0,0.0437,0.00903,0.384,0.303,0.505,146.024,264019,4,6,43638
8199,1,84,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,270507,4,9,36828
8200,0,0,0.548,0.488,0,-14.834,1,0.0318,0.00974,0.000205,0.187,0.269,126.446,257600,4,13,29219
8201,0,26,0.74,0.992,3,-3.008,0,0.134,0.00818,0.875,0.333,0.263,124.982,157920,4,6,43105
8202,0,44,0.918,0.764,11,-5.549,0,0.102,0.0423,0.000336,0.134,0.752,122.353,252480,4,18,41510
8203,0,34,0.617,0.825,11,-7.147,1,0.0591,0.0444,2.5e-06,0.0398,0.952,103.225,73280,4,18,28428
8204,1,43,0.642,0.741,6,-7.071,1,0.195,0.214,0.000437,0.361,0.643,168.013,144734,4,9,42984
8205,0,42,0.726,0.886,6,-5.406,1,0.0423,0.0457,0.000673,0.336,0.472,120.121,216027,4,1,39186
8206,0,30,0.616,0.626,11,-7.838,0,0.0521,0.0412,0.454,0.0979,0.152,149.962,195094,4,16,42277
8207,0,65,0.468,0.851,11,-3.617,1,0.0398,0.000281,0.00483,0.0644,0.293,92.079,252360,4,12,37255
8208,0,0,0.596,0.904,10,-3.755,0,0.141,0.000101,0.00185,0.13,0.365,118.147,275000,4,4,39446
8209,0,0,0.489,0.671,4,-6.039,0,0.0522,0.447,6.99e-05,0.153,0.624,112.236,157933,4,1,41273
8210,0,0,0.521,0.246,9,-9.628,0,0.0286,0.891,1.6e-05,0.0796,0.164,71.82,226667,4,13,43369
8211,1,0,0.782,0.867,3,-6.126,0,0.158,0.32,2.26e-06,0.303,0.726,97.04,264653,4,16,37430
8212,0,44,0.674,0.58,5,-6.894,1,0.0266,0.323,0.777,0.089,0.099,109.993,411440,4,13,41638
8213,0,0,0.487,0.739,11,-4.28,1,0.0408,0.00059,0.0,0.252,0.299,80.908,277107,4,12,37549
8214,0,15,0.591,0.647,7,-12.774,1,0.161,0.542,0.0,0.87,0.861,77.206,202467,4,18,39081
8215,0,0,0.522,0.411,0,-13.371,0,0.0748,0.0637,1.31e-06,0.047,0.277,105.661,166360,4,18,24776
8216,0,8,0.573,0.734,9,-4.226,1,0.109,0.00071,0.156,0.0823,0.862,98.461,104547,4,14,38060
8217,0,40,0.667,0.715,0,-6.609,0,0.235,0.0317,0.0,0.437,0.253,120.027,266000,4,16,42270
8218,0,52,0.769,0.944,8,-3.411,1,0.0943,0.148,0.0,0.0837,0.815,124.003,198800,4,1,35794
8219,0,9,0.354,0.882,2,-6.409,1,0.131,0.00146,8.31e-05,0.118,0.633,159.481,196760,4,14,30435
8220,0,0,0.649,0.78,1,-5.37,1,0.0364,0.459,0.0,0.193,0.96,96.388,263147,4,10,36890
8221,0,43,0.78,0.787,0,-6.653,1,0.209,0.533,0.134,0.122,0.668,177.835,237067,4,13,37023
8222,0,70,0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867,218947,4,13,39599
8223,0,0,0.555,0.554,11,-8.855,1,0.025,0.344,5.04e-06,0.0729,0.79,105.24,196893,4,20,34698
8224,0,80,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,178520,3,3,44202
8225,0,17,0.326,0.851,7,-7.468,1,0.143,0.000492,0.0,0.594,0.416,128.279,211893,3,18,31411
8226,0,49,0.771,0.796,5,-3.081,0,0.076,0.0993,0.00278,0.0981,0.801,99.316,265027,4,13,36890
8227,0,0,0.664,0.727,0,-8.738,1,0.263,0.0803,0.000253,0.38,0.527,77.92,472013,4,17,39446
8228,0,0,0.567,0.517,5,-7.31,1,0.0746,0.366,0.0,0.0503,0.595,111.652,194680,4,10,40237
8229,0,48,0.644,0.895,2,-5.666,0,0.0365,0.0486,0.00732,0.212,0.839,122.1,219933,4,1,39228
8230,0,23,0.547,0.287,7,-14.983,1,0.0621,0.763,0.144,0.176,0.598,106.843,266667,4,10,34333
8231,0,61,0.436,0.963,7,-6.861,1,0.0826,5.13e-05,0.0,0.138,0.515,169.921,179093,4,12,44510
8232,0,15,0.226,0.952,0,-1.911,1,0.0573,8.11e-05,0.0,0.571,0.389,96.685,120233,4,14,37668
8233,0,0,0.319,0.444,2,-14.315,1,0.0412,0.0437,0.039,0.279,0.126,132.536,378253,4,18,25610
8234,0,0,0.653,0.886,1,-2.854,0,0.0439,0.0177,0.0543,0.0528,0.521,125.982,172699,4,6,42711
8235,1,82,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4,13,43194
8236,0,21,0.739,0.559,6,-7.668,1,0.26,0.0318,0.0,0.0813,0.358,90.943,272667,4,9,35715
8237,1,50,0.612,0.705,1,-5.898,1,0.352,0.427,0.0,0.658,0.533,101.876,341040,4,9,42683
8238,0,0,0.62,0.87,10,-6.52,0,0.0868,0.149,0.0,0.0705,0.513,130.079,187427,4,13,40502
8239,0,0,0.744,0.423,9,-10.974,1,0.247,0.98,0.00125,0.101,0.732,77.814,174267,4,10,36524
8240,0,0,0.743,0.683,7,-7.945,1,0.207,0.0322,0.0,0.134,0.772,173.895,215733,4,13,39812
8241,0,0,0.499,0.633,6,-12.145,0,0.0445,0.373,0.718,0.0877,0.474,93.238,195500,4,20,26072
8242,0,25,0.617,0.904,2,-4.764,1,0.0559,0.00262,0.941,0.0659,0.611,103.007,178216,4,16,42536
8243,0,0,0.617,0.77,11,-6.788,1,0.169,0.00538,0.229,0.157,0.447,155.031,215172,4,16,41899
8244,0,10,0.426,0.884,11,-6.48,1,0.312,0.00373,0.000292,0.983,0.429,115.354,141760,4,18,28854
8245,0,58,0.662,0.884,9,-4.104,0,0.0599,0.014,3.7e-05,0.087,0.484,128.029,191250,4,6,43264
8246,0,20,0.641,0.806,2,-10.801,1,0.0402,0.00081,0.87,0.114,0.158,131.013,356803,4,21,43855
8247,0,0,0.587,0.779,10,-8.212,1,0.0358,0.735,0.00149,0.315,0.931,105.299,381240,4,19,25567
8248,0,26,0.792,0.401,5,-10.586,0,0.0678,0.142,0.0599,0.0949,0.389,92.71,270533,4,15,41384
8249,1,72,0.675,0.527,6,-7.433,0,0.249,0.0243,0.0,0.546,0.212,150.149,131213,4,16,43383
8250,0,52,0.59,0.943,2,-5.941,1,0.056,0.32,0.0291,0.366,0.128,122.016,499853,4,18,32628
8251,0,0,0.399,0.445,0,-12.214,0,0.0473,0.833,0.784,0.689,0.577,179.056,464379,4,10,43747
8252,0,58,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,150907,4,13,24106
8253,0,0,0.449,0.564,2,-8.156,1,0.0348,0.0893,0.0,0.108,0.467,75.419,200000,4,3,35794
8254,0,55,0.765,0.94,6,-9.784,0,0.0605,0.0597,0.932,0.106,0.0528,135.009,384387,4,21,43991
8255,0,47,0.705,0.648,11,-7.512,0,0.0589,0.0403,0.0,0.0663,0.545,89.979,182840,4,13,43797
8256,0,51,0.614,0.233,5,-18.964,0,0.0568,0.827,0.198,0.13,0.448,126.256,576173,4,10,32507
8257,0,0,0.758,0.486,5,-11.661,0,0.0528,0.319,0.0,0.0758,0.928,121.012,213533,4,1,31411
8258,0,70,0.358,0.938,0,-5.577,1,0.0483,0.00375,9.2e-06,0.117,0.944,182.836,288339,4,18,30418
8259,0,0,0.327,0.78,0,-7.277,0,0.0521,0.00433,0.908,0.0884,0.954,169.794,63613,4,14,44419
8260,0,53,0.64,0.848,1,-5.817,1,0.129,0.0083,0.0685,0.0821,0.365,127.993,185920,4,13,41083
8261,0,4,0.49,0.296,10,-9.147,1,0.0283,0.877,1.65e-05,0.143,0.522,84.0,197280,4,10,24105
8262,0,16,0.395,0.644,0,-9.819,1,0.0797,0.0391,0.0,0.629,0.283,122.35,381339,4,18,42110
8263,0,29,0.74,0.392,1,-9.397,0,0.255,0.328,0.301,0.111,0.236,99.022,218515,4,6,42065
8264,1,57,0.505,0.494,10,-8.635,0,0.315,0.414,7.98e-05,0.105,0.141,171.978,251240,4,9,43677
8265,0,16,0.712,0.653,11,-8.429,0,0.172,0.011,5.98e-05,0.0968,0.508,78.24,273707,4,17,27758
8266,1,67,0.604,0.501,5,-10.171,0,0.425,0.466,9.09e-06,0.091,0.0956,78.61,170213,4,9,34588
8267,0,0,0.363,0.877,1,-5.512,0,0.0652,0.187,0.0,0.31,0.0893,95.355,194400,4,6,42319
8268,1,74,0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,176632,4,9,43634
8269,0,54,0.427,0.685,5,-3.7,0,0.0791,0.0122,0.00164,0.115,0.253,154.87,177767,4,13,44433
8270,1,58,0.855,0.798,1,-4.018,1,0.237,0.0101,0.000615,0.628,0.855,90.429,295933,4,9,34980
8271,0,52,0.529,0.262,11,-19.546,0,0.0697,0.834,0.00078,0.107,0.649,83.046,238307,4,20,28489
8272,1,16,0.794,0.495,10,-12.622,0,0.422,0.231,1.37e-06,0.132,0.679,90.172,311584,4,9,37899
8273,0,34,0.714,0.743,7,-9.833,1,0.0409,0.287,0.0115,0.0795,0.606,105.976,333453,4,1,34333
8274,0,20,0.342,0.902,0,-8.29,1,0.127,0.00209,2.22e-05,0.351,0.753,146.322,165480,4,18,30680
8275,0,55,0.334,0.692,4,-5.567,1,0.0352,0.252,0.00122,0.19,0.824,174.336,297387,3,3,42949
8276,0,51,0.503,0.741,5,-5.672,1,0.0357,0.000314,0.574,0.44,0.544,120.998,177240,4,18,40881
8277,1,0,0.905,0.433,7,-13.759,1,0.257,0.0284,0.00094,0.34,0.624,101.567,350640,4,9,34280
8278,1,94,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,206710,4,11,44349
8279,0,68,0.446,0.657,7,-4.494,1,0.0262,0.0022,0.0,0.189,0.215,152.132,250093,3,12,37766
8280,1,64,0.881,0.785,2,-5.4,1,0.102,0.0121,0.0,0.0849,0.178,105.972,219465,4,9,43950
8281,0,13,0.437,0.67,6,-8.699,1,0.0592,0.00138,0.896,0.0418,0.23,127.984,385520,4,6,41972
8282,0,0,0.698,0.838,4,-5.371,0,0.0499,0.049,0.758,0.0892,0.289,128.004,236827,4,7,41562
8283,0,48,0.345,0.971,2,-4.412,1,0.0786,0.00443,0.898,0.396,0.311,123.242,143226,4,7,44153
8284,0,0,0.545,0.775,5,-4.325,0,0.0349,0.00636,0.0,0.192,0.516,174.086,193827,4,13,41638
8285,0,34,0.483,0.537,8,-8.874,1,0.0359,0.267,0.0,0.295,0.354,129.967,110984,4,6,42122
8286,0,0,0.642,0.797,10,-4.047,1,0.0357,0.82,0.0379,0.053,0.897,103.778,317920,4,10,39812
8287,0,6,0.577,0.25,5,-8.744,1,0.0397,0.947,1.47e-05,0.134,0.824,128.683,143778,4,3,37985
8288,0,0,0.77,0.335,8,-12.704,1,0.0387,0.934,0.457,0.0621,0.381,121.988,209309,4,13,43185
8289,0,0,0.617,0.883,2,-3.261,1,0.0278,0.0199,0.0161,0.13,0.801,110.643,206853,4,13,40542
8290,0,4,0.589,0.335,3,-11.309,1,0.0353,0.868,0.0447,0.0979,0.515,129.691,200600,3,10,44069
8291,0,0,0.751,0.388,9,-14.386,0,0.105,0.00413,0.0816,0.0431,0.596,136.108,180000,4,17,28189
8292,0,61,0.53,0.994,2,-9.629,0,0.0615,0.000592,0.00708,0.364,0.681,139.992,227000,4,4,35994
8293,0,13,0.628,0.428,3,-7.604,0,0.0396,0.0758,2.79e-06,0.0753,0.38,141.888,190480,4,13,42879
8294,0,15,0.664,0.931,6,-0.5,1,0.0411,0.0118,0.0418,0.68,0.28,150.022,225600,4,7,42308
8295,0,38,0.305,0.181,0,-12.065,1,0.0345,0.957,0.00194,0.112,0.184,106.111,199253,4,13,44510
8296,0,58,0.697,0.598,8,-5.883,0,0.0708,0.0331,5.98e-06,0.318,0.606,131.967,223067,4,13,40907
8297,0,0,0.616,0.849,0,-4.897,1,0.0373,0.308,0.0,0.311,0.639,113.066,223320,4,3,43775
8298,1,0,0.712,0.838,7,-2.679,1,0.313,0.403,0.0,0.809,0.607,148.138,363521,4,9,41581
8299,0,0,0.552,0.427,5,-10.633,1,0.0725,0.646,0.0,0.0468,0.821,92.077,223053,4,10,36889
8300,0,37,0.536,0.791,1,-5.958,0,0.0379,0.224,0.000101,0.111,0.373,141.936,237507,4,3,41789
8301,0,0,0.615,0.57,1,-14.056,1,0.0384,0.313,0.00727,0.113,0.656,97.104,261178,4,13,31046
8302,0,38,0.507,0.858,2,-9.906,1,0.13,0.128,0.000183,0.0724,0.877,157.869,230720,4,1,31515
8303,0,39,0.364,0.287,4,-10.328,0,0.0287,0.751,8.86e-06,0.317,0.164,139.243,203955,4,13,40069
8304,1,66,0.852,0.674,2,-4.166,1,0.211,0.0123,0.0,0.126,0.584,130.085,184619,4,9,44139
8305,0,32,0.297,0.6,10,-9.097,1,0.0409,0.0282,0.000404,0.464,0.208,128.07,329584,4,6,42370
8306,0,51,0.722,0.668,7,-6.74,0,0.0309,0.334,0.000207,0.0679,0.874,117.159,272547,4,1,38382
8307,0,51,0.735,0.724,6,-9.563,1,0.0518,0.349,3.02e-05,0.132,0.921,96.046,246667,4,18,29362
8308,0,65,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,190253,4,18,25403
8309,0,0,0.614,0.726,7,-4.578,0,0.0376,0.803,3.04e-06,0.0728,0.961,92.275,180560,4,10,40279
8310,0,52,0.801,0.671,0,-8.286,1,0.0432,0.00136,0.737,0.117,0.406,127.008,184272,4,4,44468
8311,0,0,0.485,0.877,4,-5.238,1,0.0537,0.00153,9.88e-05,0.169,0.713,150.026,184436,4,13,42480
8312,1,42,0.517,0.58,1,-5.501,0,0.0997,0.654,0.0,0.62,0.649,171.505,205120,4,16,43544
8313,0,43,0.612,0.232,4,-15.005,0,0.0789,0.153,9.87e-06,0.371,0.269,100.165,260680,4,1,27028
8314,0,47,0.226,0.4,11,-10.256,1,0.0298,0.806,0.747,0.108,0.101,88.673,314413,4,4,38962
8315,0,54,0.604,0.935,8,-4.63,1,0.0461,0.0425,8.77e-06,0.217,0.154,124.027,174068,4,4,44447
8316,0,57,0.579,0.948,5,-5.908,1,0.0535,0.117,1.19e-06,0.121,0.811,132.812,209040,4,18,30835
8317,1,0,0.653,0.77,9,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616,321293,4,9,39446
8318,0,0,0.516,0.513,7,-13.567,1,0.0531,0.0715,0.0,0.396,0.531,81.192,185652,4,3,38515
8319,0,17,0.467,0.48,5,-9.144,1,0.0273,0.232,0.0,0.112,0.379,141.934,313841,4,13,41273
8320,0,28,0.521,0.915,4,-9.764,1,0.0533,0.0189,0.000654,0.273,0.325,110.755,110267,4,14,31046
8321,0,49,0.689,0.947,8,-4.511,1,0.032,0.228,0.00183,0.34,0.883,119.976,174171,4,4,43621
8322,1,43,0.716,0.481,5,-12.204,1,0.337,0.0663,6.18e-05,0.0836,0.518,177.041,111408,4,9,44562
8323,0,54,0.578,0.599,4,-8.692,0,0.0402,0.0339,0.0,0.286,0.475,95.005,173206,4,15,44153
8324,0,44,0.329,0.495,2,-9.104,0,0.0495,0.292,0.000179,0.352,0.491,89.272,225960,4,9,42984
8325,1,35,0.409,0.772,6,-6.276,1,0.341,0.173,0.0,0.0633,0.523,83.115,224784,4,9,40353
8326,0,46,0.482,0.562,5,-13.15,0,0.0737,0.0649,0.853,0.31,0.516,83.981,322858,4,9,40790
8327,0,37,0.585,0.959,0,-2.032,1,0.0594,0.0184,0.0,0.352,0.574,141.909,196827,4,5,41808
8328,0,56,0.529,0.8,1,-3.79,1,0.0318,0.00301,1.17e-05,0.102,0.498,96.81,211720,4,18,39081
8329,0,7,0.306,0.98,11,-10.849,0,0.0808,8.98e-05,0.794,0.333,0.262,85.783,75067,4,14,30838
8330,1,37,0.893,0.646,11,-5.073,0,0.1,0.112,0.0,0.104,0.468,132.97,176855,4,16,42403
8331,1,15,0.348,0.231,0,-16.23,1,0.045,0.918,0.857,0.159,0.2,89.098,20929,1,9,44020
8332,0,55,0.777,0.557,10,-8.682,0,0.251,0.12,2.94e-06,0.292,0.927,173.927,264880,4,11,43001
8333,0,81,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,4,18,31837
8334,0,17,0.259,0.818,0,-4.488,1,0.0461,0.000636,5.77e-06,0.0588,0.388,123.328,260827,3,18,37555
8335,0,50,0.201,0.718,7,-9.821,1,0.0657,0.395,0.789,0.135,0.159,149.734,316640,4,18,37143
8336,1,0,0.621,0.997,9,-1.182,1,0.111,0.0279,0.0437,0.219,0.385,145.012,216828,4,6,42914
8337,0,63,0.449,0.296,0,-12.608,1,0.0361,0.892,0.000755,0.892,0.139,139.828,194813,3,3,43278
8338,0,80,0.862,0.753,5,-5.356,1,0.0625,0.131,2.01e-06,0.077,0.827,105.039,182857,4,13,43617
8339,1,56,0.797,0.633,5,-4.815,1,0.238,0.223,0.0,0.109,0.577,156.015,232413,4,9,43145
8340,0,2,0.164,0.983,6,-1.187,1,0.066,0.359,0.859,0.451,0.238,131.838,160800,4,18,32507
8341,0,63,0.688,0.592,1,-8.759,1,0.0347,0.352,3.31e-06,0.11,0.394,149.998,193600,4,16,43698
8342,0,7,0.642,0.817,7,-4.613,1,0.292,0.0156,0.211,0.0786,0.511,149.433,221920,3,7,41847
8343,0,17,0.65,0.765,3,-4.809,0,0.125,0.0134,0.0,0.122,0.367,159.941,218625,4,6,41857
8344,0,68,0.751,0.467,9,-13.652,1,0.036,0.173,0.0,0.217,0.568,98.783,222773,4,20,33968
8345,0,25,0.621,0.933,3,-1.84,0,0.0941,0.108,0.000729,0.367,0.47,150.106,224133,4,6,42606
8346,0,38,0.566,0.739,5,-7.327,0,0.0912,0.418,0.000231,0.0756,0.913,179.719,248240,4,15,43362
8347,1,31,0.522,0.836,5,-7.546,0,0.29,0.484,0.00127,0.886,0.547,96.255,183223,4,9,44027
8348,0,1,0.369,0.517,2,-9.125,1,0.0293,0.419,0.00019,0.286,0.364,95.352,259120,4,8,40552
8349,0,0,0.849,0.608,2,-5.915,1,0.1,0.479,0.00979,0.0941,0.962,135.447,154587,4,18,37255
8350,0,47,0.615,0.204,7,-16.075,1,0.0439,0.872,0.382,0.071,0.496,96.47,344067,4,10,21184
8351,1,8,0.201,0.925,9,-3.197,1,0.0596,0.0048,0.000181,0.144,0.483,97.947,117773,4,14,31776
8352,0,64,0.565,0.743,2,-4.833,1,0.0329,0.0473,0.0,0.0781,0.423,85.012,205450,4,3,44195
8353,0,5,0.677,0.817,5,-8.742,0,0.0843,0.00539,0.884,0.0953,0.726,158.003,308987,4,4,40754
8354,0,0,0.305,0.763,9,-8.437,1,0.0354,0.0976,0.819,0.0977,0.875,127.906,137867,4,18,40397
8355,0,0,0.81,0.827,9,-4.093,0,0.029,0.59,0.0142,0.198,0.919,102.816,156200,4,20,27028
8356,0,1,0.816,0.492,10,-7.464,0,0.0752,0.431,0.0899,0.0995,0.766,115.989,234370,4,20,43355
8357,1,55,0.615,0.792,10,-7.218,0,0.417,0.218,0.0,0.0718,0.488,122.546,128708,5,9,44237
8358,0,46,0.531,0.846,11,-9.652,0,0.052,5.55e-05,0.816,0.881,0.055,130.032,622480,4,7,39403
8359,0,38,0.602,0.763,7,-3.547,1,0.27,0.0038,0.000144,0.102,0.234,180.004,200000,4,6,43267
8360,0,0,0.577,0.624,0,-9.626,1,0.0285,0.33,0.00622,0.117,0.671,75.478,195267,4,18,25162
8361,0,20,0.687,0.849,2,-4.122,1,0.0555,0.236,0.915,0.195,0.104,100.018,220725,4,7,43654
8362,0,50,0.362,0.368,11,-12.878,0,0.042,0.861,4.99e-06,0.0937,0.393,82.751,165933,4,1,34854
8363,0,22,0.525,0.633,2,-8.366,0,0.0472,0.859,0.729,0.33,0.685,122.006,276320,4,10,38716
8364,0,0,0.568,0.357,7,-13.204,1,0.196,0.705,0.0,0.165,0.918,131.099,203067,4,1,39043
8365,0,52,0.769,0.923,7,-6.146,1,0.142,0.00157,0.697,0.505,0.817,129.992,332931,4,4,44517
8366,0,49,0.7,0.694,6,-6.162,0,0.0429,0.0212,0.0,0.145,0.639,125.049,224893,4,13,43180
8367,0,22,0.698,0.45,4,-10.746,1,0.0473,0.546,1.27e-06,0.663,0.732,142.303,159507,4,3,39767
8368,0,34,0.796,0.684,1,-6.229,1,0.0408,0.36,5.37e-06,0.0769,0.632,125.926,211726,4,13,42172
8369,0,11,0.625,0.96,6,-4.221,0,0.118,0.00544,0.00522,0.34,0.331,127.99,153750,4,6,43001
8370,0,62,0.706,0.591,9,-8.513,1,0.0321,0.0117,0.000514,0.136,0.845,142.233,202433,4,17,43887
8371,0,0,0.913,0.462,0,-8.361,1,0.059,0.233,8.33e-06,0.0888,0.979,110.191,170293,4,17,29219
8372,0,15,0.103,0.93,11,-10.316,0,0.175,9e-06,0.0298,0.0996,0.347,196.355,115293,4,14,38744
8373,0,72,0.765,0.579,10,-7.051,1,0.0496,0.0107,0.362,0.15,0.855,142.065,115352,4,13,41874
8374,1,82,0.91,0.585,11,-7.572,0,0.257,0.0536,0.0,0.127,0.599,129.011,165067,4,9,44482
8375,0,6,0.604,0.266,2,-15.267,1,0.0399,0.99,0.322,0.184,0.538,96.29,176507,1,0,38965
8376,0,2,0.696,0.494,8,-7.438,1,0.0436,0.76,0.00369,0.105,0.801,110.531,298200,4,10,40907
8377,0,39,0.572,0.671,4,-8.929,0,0.0349,0.000147,0.863,0.2,0.282,83.698,393267,4,7,35429
8378,0,49,0.664,0.422,5,-11.738,1,0.0552,0.388,0.000107,0.0626,0.533,89.263,327773,4,10,20819
